home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Spain,8,0,Cyprus,0,570.0,37.0,63.0,30.0,18.0,15.0,72.0,1
Switzerland,2,0,Belarus,0,733.0,299.0,37.0,12.0,17.0,8.0,64.0,1
Uruguay,2,0,Venezuela,0,699.0,170.0,56.0,24.0,20.0,12.0,74.0,1
Zambia,0,0,Saudi Arabia,0,-546.0,-134.0,-16.0,-3.0,-11.0,-2.0,-39.0,2
Zambia,1,2,Saudi Arabia,0,-546.0,-134.0,-16.0,-3.0,-11.0,-2.0,-39.0,3
South Africa,1,0,Saudi Arabia,0,-520.0,-128.0,-7.0,-1.0,-8.0,2.0,-23.0,1
Saudi Arabia,0,0,South Africa,0,520.0,128.0,7.0,1.0,8.0,-2.0,23.0,2
Canada,0,0,Cuba,0,350.0,120.0,0.0,-1.0,2.0,-1.0,-7.0,2
Canada,2,1,El Salvador,0,258.0,60.0,-3.0,0.0,-3.0,0.0,-17.0,1
Croatia,2,2,Serbia,0,36.0,-13.0,14.0,9.0,1.0,4.0,9.0,2
France,3,2,Iceland,0,659.0,123.0,63.0,34.0,17.0,12.0,72.0,1
Germany,0,0,Turkey,0,688.0,102.0,99.0,62.0,18.0,19.0,108.0,2
Netherlands,2,2,Brazil,0,-140.0,60.0,-59.0,-46.0,-7.0,-6.0,-57.0,2
Portugal,3,0,Hungary,0,323.0,54.0,-2.0,-1.0,-4.0,3.0,-22.0,1
Sweden,2,0,Poland,0,-443.0,-112.0,17.0,3.0,6.0,8.0,28.0,1
Wales,0,2,Switzerland,0,-110.0,-20.0,-32.0,-11.0,-16.0,-5.0,-60.0,3
Canada,2,1,Haiti,0,335.0,121.0,0.0,0.0,0.0,0.0,-9.0,1
Denmark,0,0,Iran,0,306.0,180.0,5.0,7.0,-3.0,1.0,2.0,2
England,2,1,Belgium,0,222.0,-77.0,21.0,9.0,0.0,12.0,-8.0,1
Spain,3,0,Israel,0,525.0,35.0,60.0,30.0,17.0,13.0,69.0,1
Uruguay,0,0,Ecuador,0,324.0,36.0,46.0,20.0,15.0,11.0,63.0,2
Argentina,2,1,Colombia,0,659.0,88.0,59.0,34.0,13.0,12.0,63.0,1
Mexico,0,1,Paraguay,0,480.0,37.0,30.0,9.0,17.0,4.0,60.0,3
Tunisia,1,0,United Arab Emirates,0,452.0,86.0,12.0,2.0,6.0,4.0,14.0,1
Mexico,0,0,Colombia,0,594.0,113.0,35.0,7.0,17.0,11.0,68.0,2
Mexico,0,0,Ecuador,0,328.0,-23.0,47.0,12.0,22.0,13.0,87.0,2
Tunisia,2,1,Zambia,0,518.0,127.0,15.0,2.0,9.0,4.0,25.0,1
Tunisia,0,0,Zambia,0,518.0,127.0,15.0,2.0,9.0,4.0,25.0,2
Egypt,1,2,Ghana,0,-434.0,-89.0,-5.0,-4.0,0.0,-1.0,-4.0,3
France,3,0,Croatia,0,478.0,164.0,43.0,23.0,11.0,9.0,51.0,1
Israel,0,5,Denmark,0,-669.0,-190.0,-17.0,-9.0,-5.0,-3.0,-23.0,3
Italy,1,3,Belgium,0,-397.0,-181.0,35.0,25.0,-2.0,12.0,5.0,3
Netherlands,1,1,Czech Republic,0,648.0,152.0,47.0,26.0,9.0,12.0,44.0,2
Scotland,0,2,England,0,-558.0,-29.0,-46.0,-25.0,-7.0,-14.0,-23.0,3
Spain,0,0,Brazil,0,-242.0,-26.0,-46.0,-43.0,0.0,-3.0,-33.0,2
Norway,0,1,Germany,0,-597.0,-39.0,-101.0,-65.0,-19.0,-17.0,-117.0,3
Denmark,3,0,Israel,0,669.0,190.0,17.0,9.0,5.0,3.0,23.0,1
England,0,1,Scotland,0,558.0,29.0,46.0,25.0,7.0,14.0,23.0,3
Morocco,2,1,United States,0,-135.0,-106.0,-17.0,-6.0,-10.0,-1.0,-40.0,1
Spain,0,2,Argentina,0,-264.0,-74.0,-18.0,-13.0,-5.0,0.0,-21.0,3
Uruguay,0,1,Paraguay,0,476.0,96.0,29.0,17.0,10.0,2.0,36.0,3
Senegal,3,0,Ivory Coast,0,419.0,105.0,-1.0,0.0,-3.0,2.0,-4.0,1
Costa Rica,4,0,Slovakia,0,539.0,145.0,14.0,4.0,6.0,4.0,21.0,1
Senegal,3,0,Gambia,0,524.0,131.0,8.0,3.0,2.0,3.0,10.0,1
Greece,1,1,Ghana,0,-460.0,-79.0,-2.0,-2.0,1.0,-1.0,4.0,2
Morocco,0,0,Senegal,0,-14.0,-33.0,8.0,-1.0,7.0,2.0,12.0,2
Tunisia,2,0,Ghana,0,-16.0,10.0,3.0,-2.0,4.0,1.0,9.0,1
Costa Rica,1,1,Honduras,0,440.0,109.0,9.0,5.0,2.0,2.0,14.0,2
Tunisia,7,0,Togo,0,503.0,114.0,12.0,2.0,6.0,4.0,19.0,1
Trinidad and Tobago,0,0,Canada,0,-307.0,-90.0,0.0,0.0,-1.0,1.0,-1.0,2
Mexico,2,1,Iran,0,361.0,124.0,42.0,14.0,18.0,10.0,74.0,1
Bermuda,0,2,Canada,0,-382.0,-144.0,-3.0,0.0,-3.0,0.0,-5.0,3
Burkina Faso,2,2,Cameroon,0,-478.0,-104.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
Senegal,0,0,Cameroon,0,22.0,27.0,-15.0,-1.0,-10.0,-4.0,-33.0,2
United States,1,1,Iran,0,188.0,143.0,18.0,6.0,10.0,2.0,38.0,2
Ghana,2,0,Tunisia,0,16.0,-10.0,-3.0,2.0,-4.0,-1.0,-9.0,1
Morocco,1,0,Trinidad and Tobago,0,454.0,54.0,13.0,2.0,7.0,4.0,18.0,1
Malta,2,0,Qatar,0,-467.0,-117.0,0.0,0.0,0.0,0.0,0.0,1
New Zealand,0,1,South Korea,0,-747.0,-94.0,-28.0,-6.0,-16.0,-6.0,-56.0,3
Ghana,1,1,Cameroon,0,72.0,27.0,-11.0,0.0,-7.0,-4.0,-27.0,2
New Zealand,0,0,South Korea,0,-747.0,-94.0,-28.0,-6.0,-16.0,-6.0,-56.0,2
Nigeria,4,2,Tunisia,0,-433.0,-105.0,6.0,4.0,3.0,-1.0,5.0,1
Qatar,2,0,Bosnia and Herzegovina,0,484.0,149.0,-3.0,-1.0,-2.0,0.0,-4.0,1
Burkina Faso,1,3,Senegal,0,-500.0,-131.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Morocco,1,0,Congo,0,490.0,92.0,16.0,2.0,9.0,5.0,22.0,1
Costa Rica,2,1,Trinidad and Tobago,0,527.0,123.0,15.0,5.0,6.0,4.0,24.0,1
Spain,3,0,Poland,0,-148.0,-139.0,29.0,14.0,5.0,10.0,27.0,1
Ghana,2,0,Togo,0,519.0,104.0,9.0,4.0,2.0,3.0,10.0,1
Cameroon,3,0,Ivory Coast,0,397.0,78.0,14.0,1.0,7.0,6.0,29.0,1
Egypt,1,0,Senegal,0,-384.0,-89.0,-1.0,-3.0,3.0,-1.0,2.0,1
Chile,1,2,United States,0,-292.0,-28.0,0.0,3.0,-4.0,1.0,-13.0,3
Tunisia,0,0,Morocco,0,48.0,43.0,-1.0,0.0,0.0,-1.0,3.0,2
Cameroon,0,1,Togo,0,447.0,77.0,20.0,4.0,9.0,7.0,37.0,3
Ghana,0,2,Ivory Coast,0,469.0,105.0,3.0,1.0,0.0,2.0,2.0,3
Zambia,2,2,Senegal,0,-484.0,-117.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Costa Rica,1,0,Chile,0,230.0,-9.0,-15.0,-6.0,-7.0,-2.0,-21.0,1
Nigeria,2,0,Morocco,0,-385.0,-62.0,5.0,4.0,3.0,-2.0,8.0,1
Tunisia,1,0,Congo,0,538.0,135.0,15.0,2.0,9.0,4.0,25.0,1
Kuwait,1,1,Iran,0,-348.0,-23.0,-12.0,-2.0,-7.0,-3.0,-18.0,2
Japan,0,1,Mexico,0,-205.0,-24.0,-36.0,-11.0,-16.0,-9.0,-69.0,3
Cameroon,2,1,Algeria,0,402.0,81.0,10.0,1.0,5.0,4.0,24.0,1
Ghana,0,1,South Africa,0,508.0,111.0,3.0,2.0,2.0,-1.0,0.0,3
Egypt,0,1,Tunisia,0,-418.0,-99.0,-8.0,-2.0,-4.0,-2.0,-13.0,3
Nigeria,2,1,Senegal,0,-399.0,-95.0,13.0,3.0,10.0,0.0,20.0,1
Mexico,1,2,Czech Republic,0,745.0,165.0,54.0,15.0,25.0,14.0,94.0,3
Chile,2,1,Australia,0,-121.0,65.0,17.0,9.0,5.0,3.0,18.0,1
Cameroon,3,0,Tunisia,0,-56.0,-37.0,8.0,2.0,3.0,3.0,18.0,1
Australia,0,0,Slovakia,0,430.0,89.0,12.0,1.0,8.0,3.0,24.0,2
South Africa,2,2,Tunisia,0,-492.0,-121.0,-6.0,0.0,-6.0,0.0,-9.0,2
United States,3,0,Haiti,0,617.0,191.0,30.0,8.0,16.0,6.0,48.0,1
Costa Rica,2,2,Canada,0,220.0,33.0,15.0,5.0,5.0,5.0,23.0,2
Mexico,4,0,Trinidad and Tobago,0,762.0,141.0,54.0,16.0,25.0,13.0,94.0,1
Nigeria,2,2,Cameroon,0,-377.0,-68.0,-2.0,2.0,0.0,-4.0,-13.0,2
Singapore,0,3,Japan,0,-576.0,-121.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
Australia,1,1,Bulgaria,0,307.0,38.0,-10.0,-1.0,-5.0,-4.0,-22.0,2
Canada,0,0,South Korea,0,-457.0,-9.0,-31.0,-6.0,-16.0,-9.0,-65.0,2
Japan,9,0,Brunei,0,657.0,189.0,21.0,5.0,11.0,5.0,29.0,1
United States,1,0,Peru,0,402.0,85.0,15.0,3.0,9.0,3.0,29.0,1
South Korea,2,2,Costa Rica,0,237.0,-24.0,16.0,1.0,11.0,4.0,42.0,2
Mexico,1,1,Guatemala,0,717.0,136.0,57.0,16.0,27.0,14.0,98.0,2
Oman,1,4,Switzerland,0,-682.0,-266.0,-37.0,-12.0,-17.0,-8.0,-64.0,3
United States,2,2,Colombia,0,421.0,132.0,11.0,-1.0,9.0,3.0,32.0,2
Costa Rica,1,2,Trinidad and Tobago,0,527.0,123.0,15.0,5.0,6.0,4.0,24.0,3
Macau,0,3,Japan,0,-650.0,-182.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
Mexico,1,2,Canada,0,455.0,51.0,54.0,16.0,24.0,14.0,93.0,3
Belgium,1,1,Portugal,0,138.0,89.0,18.0,6.0,9.0,3.0,37.0,2
Croatia,0,0,Spain,0,-337.0,-50.0,-40.0,-19.0,-10.0,-11.0,-46.0,2
England,0,0,Argentina,0,46.0,-9.0,-12.0,-14.0,-4.0,6.0,-29.0,2
France,1,0,Poland,0,-7.0,-25.0,32.0,18.0,6.0,8.0,32.0,1
Hungary,0,3,Australia,0,-228.0,-26.0,16.0,13.0,4.0,-1.0,26.0,3
North Macedonia,1,2,Serbia,0,-226.0,-38.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Netherlands,2,1,Germany,0,-106.0,19.0,-59.0,-40.0,-11.0,-8.0,-77.0,1
Qatar,0,1,Wales,0,-119.0,-120.0,-5.0,-1.0,-1.0,-3.0,-4.0,3
Thailand,0,7,Brazil,0,-789.0,-60.0,-109.0,-73.0,-18.0,-18.0,-105.0,3
United Arab Emirates,1,0,Switzerland,0,-642.0,-251.0,-34.0,-12.0,-14.0,-8.0,-53.0,1
Trinidad and Tobago,0,1,Canada,0,-307.0,-90.0,0.0,0.0,-1.0,1.0,-1.0,3
Canada,2,0,Colombia,0,139.0,62.0,-19.0,-9.0,-7.0,-3.0,-25.0,1
Ecuador,1,3,Honduras,0,347.0,150.0,1.0,4.0,-1.0,-2.0,-3.0,3
Qatar,3,0,Sudan,0,521.0,166.0,0.0,0.0,0.0,0.0,0.0,1
United States,1,1,Tunisia,0,87.0,63.0,18.0,6.0,10.0,2.0,37.0,2
Japan,0,0,China PR,0,469.0,94.0,21.0,5.0,11.0,5.0,29.0,2
Bahrain,1,0,Qatar,0,-444.0,-139.0,0.0,0.0,0.0,0.0,0.0,1
Cyprus,0,0,Iran,0,-408.0,-12.0,-15.0,-2.0,-9.0,-4.0,-24.0,2
Colombia,0,0,Brazil,0,-637.0,-40.0,-87.0,-64.0,-8.0,-15.0,-75.0,2
Serbia,1,0,China PR,0,102.0,-18.0,9.0,2.0,7.0,0.0,17.0,1
Argentina,4,1,Chile,0,530.0,-16.0,48.0,32.0,8.0,8.0,44.0,1
Belgium,2,2,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,2
Croatia,1,1,Germany,0,-545.0,-117.0,-86.0,-56.0,-14.0,-16.0,-99.0,2
Czech Republic,3,1,Australia,0,-401.0,-91.0,-13.0,-1.0,-8.0,-4.0,-27.0,1
Ecuador,2,0,Venezuela,0,375.0,134.0,10.0,4.0,5.0,1.0,11.0,1
Hungary,0,0,Poland,0,-521.0,-140.0,-2.0,-1.0,1.0,-2.0,12.0,2
Portugal,2,1,Denmark,0,-194.0,-102.0,10.0,5.0,4.0,1.0,9.0,1
Scotland,0,2,France,0,-389.0,-78.0,-43.0,-30.0,-7.0,-6.0,-36.0,3
Spain,2,0,Italy,0,309.0,39.0,-20.0,-15.0,1.0,-6.0,-5.0,1
Switzerland,2,2,Norway,0,518.0,192.0,29.0,10.0,14.0,5.0,56.0,2
Uruguay,1,0,Bolivia,0,670.0,156.0,50.0,24.0,15.0,11.0,54.0,1
Wales,1,2,Finland,0,449.0,168.0,5.0,1.0,1.0,3.0,4.0,3
Maldives,0,8,Iran,0,-492.0,-81.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Qatar,1,0,Palestine,0,534.0,176.0,0.0,0.0,0.0,0.0,0.0,1
Qatar,3,1,Kazakhstan,0,522.0,160.0,0.0,0.0,0.0,0.0,0.0,1
Syria,0,1,Iran,0,-410.0,-36.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Bahrain,1,0,Iran,0,-382.0,-34.0,-15.0,-2.0,-9.0,-4.0,-24.0,1
Qatar,5,0,Pakistan,0,551.0,185.0,0.0,0.0,0.0,0.0,0.0,1
South Korea,9,0,Laos,0,856.0,163.0,34.0,6.0,19.0,9.0,70.0,1
South Korea,6,0,Mongolia,0,860.0,167.0,34.0,6.0,19.0,9.0,70.0,1
Mauritania,1,2,Tunisia,0,-558.0,-138.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Qatar,2,2,Jordan,0,498.0,160.0,0.0,0.0,0.0,0.0,0.0,2
Tanzania,0,1,Ghana,0,-602.0,-149.0,-12.0,-4.0,-5.0,-3.0,-16.0,3
Benin,1,1,Senegal,0,-523.0,-128.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Gambia,0,1,Morocco,0,-510.0,-98.0,-16.0,-2.0,-9.0,-5.0,-22.0,3
Iran,3,0,Bahrain,0,382.0,34.0,15.0,2.0,9.0,4.0,24.0,1
South Korea,4,0,Myanmar,0,830.0,154.0,34.0,6.0,19.0,9.0,70.0,1
Iran,1,1,Syria,0,410.0,36.0,15.0,2.0,9.0,4.0,24.0,2
Iran,3,0,Maldives,0,492.0,81.0,15.0,2.0,9.0,4.0,24.0,1
Cameroon,3,0,Somalia,0,544.0,130.0,23.0,4.0,12.0,7.0,43.0,1
Morocco,2,0,Gambia,0,510.0,98.0,16.0,2.0,9.0,5.0,22.0,1
Tunisia,3,0,Mauritania,0,558.0,138.0,15.0,2.0,9.0,4.0,25.0,1
Cameroon,3,0,Somalia,0,544.0,130.0,23.0,4.0,12.0,7.0,43.0,1
Ghana,3,2,Tanzania,0,602.0,149.0,12.0,4.0,5.0,3.0,16.0,1
Senegal,1,0,Benin,0,523.0,128.0,8.0,3.0,2.0,3.0,10.0,1
Austria,1,2,Croatia,0,-79.0,50.0,6.0,1.0,5.0,0.0,21.0,3
Brazil,3,2,Ecuador,0,371.0,-96.0,99.0,69.0,13.0,17.0,94.0,1
Denmark,0,1,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,3
France,3,2,Slovenia,0,737.0,193.0,60.0,33.0,15.0,12.0,67.0,1
Germany,1,1,Switzerland,0,79.0,-153.0,72.0,55.0,5.0,12.0,61.0,2
Italy,2,0,Portugal,0,-259.0,-92.0,53.0,31.0,7.0,15.0,42.0,1
South Korea,1,0,Japan,0,207.0,-18.0,13.0,1.0,8.0,4.0,41.0,1
Netherlands,0,0,Scotland,0,350.0,50.0,27.0,23.0,-1.0,5.0,7.0,2
Norway,0,2,Belgium,0,-477.0,-114.0,-40.0,-18.0,-16.0,-6.0,-64.0,3
Paraguay,1,0,Uruguay,0,-476.0,-96.0,-29.0,-17.0,-10.0,-2.0,-36.0,1
Poland,0,0,Finland,0,578.0,107.0,34.0,16.0,13.0,5.0,45.0,2
Russia,2,0,United States,0,-463.0,-159.0,12.0,11.0,-3.0,4.0,-8.0,1
Venezuela,0,4,Argentina,0,-768.0,-86.0,-81.0,-43.0,-23.0,-15.0,-93.0,3
Gambia,1,1,Senegal,0,-524.0,-131.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Cape Verde,2,2,Senegal,0,-530.0,-133.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Senegal,2,2,Mali,0,466.0,114.0,8.0,3.0,2.0,3.0,10.0,2
Cape Verde,1,0,Senegal,0,-530.0,-133.0,-8.0,-3.0,-2.0,-3.0,-10.0,1
Lebanon,0,0,Saudi Arabia,0,-579.0,-138.0,-16.0,-3.0,-11.0,-2.0,-39.0,2
Wales,0,3,Brazil,0,-223.0,174.0,-104.0,-72.0,-17.0,-15.0,-101.0,3
Iran,3,0,Kazakhstan,0,460.0,55.0,15.0,2.0,9.0,4.0,24.0,1
Slovakia,1,1,Saudi Arabia,0,-542.0,-126.0,-12.0,-2.0,-9.0,-1.0,-32.0,2
China PR,0,2,Serbia,0,-102.0,18.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Palestine,1,1,Iran,0,-472.0,-71.0,-15.0,-2.0,-9.0,-4.0,-24.0,2
Canada,1,0,Trinidad and Tobago,0,307.0,90.0,0.0,0.0,1.0,-1.0,1.0,1
England,1,1,Brazil,0,68.0,39.0,-40.0,-44.0,1.0,3.0,-41.0,2
Netherlands,2,1,Romania,0,572.0,125.0,29.0,19.0,3.0,7.0,16.0,1
Croatia,0,2,France,0,-478.0,-164.0,-43.0,-23.0,-11.0,-9.0,-51.0,3
Iran,1,0,Syria,0,410.0,36.0,15.0,2.0,9.0,4.0,24.0,1
South Korea,0,0,Serbia,0,574.0,94.0,25.0,4.0,12.0,9.0,53.0,2
Canada,2,1,Honduras,0,220.0,76.0,-6.0,0.0,-3.0,-3.0,-9.0,1
South Korea,0,0,Serbia,0,574.0,94.0,25.0,4.0,12.0,9.0,53.0,2
England,2,0,Ukraine,0,881.0,139.0,64.0,27.0,17.0,20.0,57.0,1
Hungary,2,2,Saudi Arabia,0,-340.0,-63.0,16.0,12.0,3.0,1.0,18.0,2
Jordan,0,1,Iran,0,-436.0,-55.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Iran,1,0,Syria,0,410.0,36.0,15.0,2.0,9.0,4.0,24.0,1
Portugal,3,0,Wales,0,-69.0,-147.0,25.0,13.0,9.0,3.0,31.0,1
Singapore,1,5,Qatar,0,-482.0,-126.0,0.0,0.0,0.0,0.0,0.0,3
Denmark,2,2,Belgium,0,56.0,13.0,-28.0,-11.0,-13.0,-4.0,-46.0,2
Germany,3,2,Czech Republic,0,754.0,133.0,106.0,66.0,20.0,20.0,121.0,1
Malta,1,2,England,0,-877.0,-102.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
Paraguay,3,1,Ecuador,0,-152.0,-60.0,17.0,3.0,5.0,9.0,27.0,1
Slovenia,2,0,Saudi Arabia,0,-563.0,-141.0,-10.0,-2.0,-7.0,-1.0,-29.0,1
Sweden,1,1,Spain,0,-295.0,27.0,-12.0,-11.0,1.0,-2.0,1.0,2
Uruguay,2,1,Chile,0,461.0,68.0,23.0,13.0,5.0,5.0,25.0,1
United States,4,0,South Africa,0,579.0,184.0,24.0,6.0,16.0,2.0,46.0,1
Argentina,1,0,Bolivia,0,739.0,72.0,75.0,43.0,18.0,14.0,73.0,1
Cuba,0,1,Canada,0,-350.0,-120.0,0.0,1.0,-2.0,1.0,7.0,3
France,2,2,Japan,0,147.0,39.0,45.0,29.0,8.0,8.0,48.0,2
Mexico,2,2,Republic of Ireland,0,595.0,104.0,44.0,14.0,24.0,6.0,88.0,2
Morocco,1,0,Jamaica,0,405.0,37.0,13.0,1.0,7.0,5.0,13.0,1
Netherlands,3,1,Poland,0,-46.0,-53.0,16.0,11.0,-2.0,7.0,3.0,1
Peru,0,1,Brazil,0,-618.0,7.0,-91.0,-68.0,-8.0,-15.0,-72.0,3
Senegal,0,0,Zambia,0,484.0,117.0,8.0,3.0,2.0,3.0,10.0,2
Jamaica,0,4,Japan,0,-508.0,-100.0,-18.0,-4.0,-9.0,-5.0,-20.0,3
Morocco,1,5,France,0,-250.0,-102.0,-50.0,-32.0,-10.0,-8.0,-55.0,3
Senegal,0,0,Zambia,0,484.0,117.0,8.0,3.0,2.0,3.0,10.0,2
United States,1,1,Republic of Ireland,0,422.0,123.0,20.0,6.0,16.0,-2.0,52.0,2
Germany,8,2,Liechtenstein,0,827.0,140.0,109.0,67.0,22.0,20.0,125.0,1
Iran,1,1,Egypt,0,317.0,19.0,8.0,2.0,4.0,2.0,12.0,2
South Korea,2,1,North Macedonia,0,800.0,132.0,34.0,6.0,19.0,9.0,70.0,1
Luxembourg,0,1,Spain,0,-508.0,20.0,-63.0,-30.0,-18.0,-15.0,-72.0,3
Mexico,4,2,South Africa,0,752.0,165.0,48.0,14.0,24.0,10.0,82.0,1
Australia,0,0,Paraguay,0,136.0,-37.0,-11.0,-5.0,0.0,-6.0,-7.0,2
Egypt,0,1,South Korea,0,-680.0,-101.0,-27.0,-6.0,-14.0,-7.0,-58.0,3
Iran,3,1,North Macedonia,0,437.0,50.0,15.0,2.0,9.0,4.0,24.0,1
Belgium,2,1,Sweden,0,383.0,115.0,-3.0,1.0,0.0,-4.0,-1.0,1
Thailand,2,3,Qatar,0,-447.0,-114.0,0.0,0.0,0.0,0.0,0.0,3
Canada,0,0,Cuba,0,350.0,120.0,0.0,-1.0,2.0,-1.0,-7.0,2
France,3,0,Denmark,0,-3.0,-41.0,46.0,25.0,13.0,8.0,51.0,1
Japan,1,1,Slovakia,0,569.0,139.0,17.0,4.0,9.0,4.0,22.0,2
Netherlands,1,0,Czech Republic,0,648.0,152.0,47.0,26.0,9.0,12.0,44.0,1
Tunisia,4,1,Senegal,0,34.0,10.0,7.0,-1.0,7.0,1.0,15.0,1
United States,3,0,Mexico,0,-173.0,19.0,-24.0,-8.0,-8.0,-8.0,-36.0,1
Australia,0,0,Paraguay,0,136.0,-37.0,-11.0,-5.0,0.0,-6.0,-7.0,2
Germany,1,1,Romania,0,678.0,106.0,88.0,59.0,14.0,15.0,93.0,2
Portugal,3,2,England,0,-360.0,-12.0,-39.0,-15.0,-9.0,-15.0,-29.0,1
Serbia,3,3,Slovenia,0,223.0,42.0,3.0,1.0,3.0,-1.0,7.0,2
Spain,0,1,Norway,0,389.0,-28.0,55.0,28.0,15.0,12.0,64.0,3
Belgium,0,2,Italy,0,397.0,181.0,-35.0,-25.0,2.0,-12.0,-5.0,3
Australia,2,1,Paraguay,0,136.0,-37.0,-11.0,-5.0,0.0,-6.0,-7.0,1
Algeria,1,1,Senegal,0,-424.0,-108.0,5.0,0.0,5.0,0.0,9.0,2
Czech Republic,1,2,France,0,-687.0,-180.0,-63.0,-33.0,-17.0,-13.0,-73.0,3
Netherlands,3,0,Denmark,0,-42.0,-69.0,30.0,18.0,5.0,7.0,22.0,1
Egypt,2,0,Ghana,0,-434.0,-89.0,-5.0,-4.0,0.0,-1.0,-4.0,1
England,1,0,Germany,0,102.0,-2.0,-40.0,-38.0,-3.0,1.0,-61.0,1
Namibia,0,0,Morocco,0,-533.0,-107.0,-16.0,-2.0,-9.0,-5.0,-22.0,2
Romania,0,1,Portugal,0,-420.0,-92.0,-9.0,-6.0,-2.0,-1.0,-3.0,3
Ivory Coast,2,2,Tunisia,0,-453.0,-115.0,-6.0,1.0,-4.0,-3.0,-11.0,2
Japan,2,0,Bolivia,0,469.0,73.0,15.0,5.0,6.0,4.0,9.0,1
Libya,0,3,Cameroon,0,-471.0,-95.0,-23.0,-4.0,-12.0,-7.0,-43.0,3
Norway,0,1,Serbia,0,-16.0,65.0,-1.0,0.0,-4.0,3.0,-9.0,3
Slovenia,1,2,Spain,0,-596.0,-79.0,-57.0,-29.0,-14.0,-14.0,-62.0,3
Australia,17,0,Cook Islands,0,518.0,139.0,16.0,2.0,10.0,4.0,31.0,1
Belgium,0,2,Turkey,0,568.0,177.0,38.0,15.0,15.0,8.0,55.0,3
England,2,3,Romania,0,780.0,104.0,48.0,21.0,11.0,16.0,32.0,3
Portugal,3,0,Germany,0,-258.0,-14.0,-79.0,-53.0,-12.0,-14.0,-90.0,1
Denmark,0,2,Czech Republic,0,690.0,221.0,17.0,8.0,4.0,5.0,22.0,3
Netherlands,3,2,France,0,-39.0,-28.0,-16.0,-7.0,-8.0,-1.0,-29.0,1
Paraguay,1,0,Costa Rica,0,-245.0,-19.0,9.0,2.0,2.0,5.0,10.0,1
Serbia,3,4,Spain,0,-373.0,-37.0,-54.0,-28.0,-11.0,-15.0,-55.0,3
Solomon Islands,0,6,Australia,0,-510.0,-132.0,-16.0,-2.0,-10.0,-4.0,-31.0,3
Turkey,0,2,Portugal,0,-430.0,-88.0,-20.0,-9.0,-6.0,-5.0,-18.0,3
Australia,1,0,Vanuatu,0,516.0,137.0,16.0,2.0,10.0,4.0,31.0,1
Ecuador,5,0,Panama,0,402.0,159.0,7.0,4.0,2.0,1.0,0.0,1
Netherlands,6,1,Serbia,0,475.0,123.0,41.0,25.0,4.0,12.0,31.0,1
Spain,1,2,France,0,-141.0,-114.0,-3.0,-4.0,-1.0,2.0,-5.0,3
Australia,2,0,New Zealand,0,401.0,62.0,10.0,2.0,7.0,1.0,17.0,1
Brazil,1,1,Uruguay,0,47.0,-132.0,53.0,49.0,-2.0,6.0,31.0,2
France,2,1,Portugal,0,191.0,61.0,36.0,20.0,9.0,7.0,42.0,1
Tunisia,2,2,Algeria,0,458.0,118.0,2.0,-1.0,2.0,1.0,6.0,2
Colombia,1,3,Argentina,0,-659.0,-88.0,-59.0,-34.0,-13.0,-12.0,-63.0,3
Ecuador,2,1,Peru,0,247.0,89.0,-8.0,-1.0,-5.0,-2.0,-22.0,1
Netherlands,0,0,Italy,0,411.0,125.0,-33.0,-18.0,-6.0,-9.0,-29.0,2
Costa Rica,5,1,Panama,0,495.0,118.0,15.0,5.0,5.0,5.0,17.0,1
El Salvador,0,3,Mexico,0,-713.0,-111.0,-51.0,-16.0,-21.0,-14.0,-76.0,3
France,2,1,Italy,0,450.0,153.0,-17.0,-11.0,2.0,-8.0,0.0,1
Mexico,2,1,Venezuela,0,703.0,111.0,57.0,16.0,27.0,14.0,98.0,1
Tunisia,1,0,Madagascar,0,591.0,162.0,15.0,2.0,9.0,4.0,25.0,1
Cameroon,3,0,Angola,0,498.0,108.0,20.0,4.0,11.0,5.0,41.0,1
Ghana,5,0,Sierra Leone,0,566.0,134.0,12.0,4.0,5.0,3.0,16.0,1
Morocco,2,1,Algeria,0,410.0,75.0,3.0,-1.0,2.0,2.0,3.0,1
Senegal,0,0,Egypt,0,384.0,89.0,1.0,3.0,-3.0,1.0,-2.0,2
Barbados,2,1,Costa Rica,0,-620.0,-189.0,-18.0,-5.0,-8.0,-5.0,-28.0,1
