home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Canada,0,2,Trinidad and Tobago,0,307.0,90.0,0.0,0.0,1.0,-1.0,1.0,3
Guatemala,1,1,United States,0,-544.0,-155.0,-33.0,-8.0,-19.0,-6.0,-62.0,2
Panama,0,1,Mexico,0,-730.0,-136.0,-54.0,-16.0,-24.0,-14.0,-87.0,3
Paraguay,2,1,Brazil,0,-523.0,36.0,-82.0,-66.0,-8.0,-8.0,-67.0,1
Uruguay,3,1,Venezuela,0,699.0,170.0,56.0,24.0,20.0,12.0,74.0,1
Argentina,2,0,Ecuador,0,393.0,-48.0,71.0,39.0,18.0,14.0,82.0,1
Costa Rica,2,1,United States,0,-62.0,-37.0,-15.0,-3.0,-11.0,-1.0,-34.0,1
Panama,0,0,Canada,0,-275.0,-85.0,0.0,0.0,0.0,0.0,6.0,2
Trinidad and Tobago,1,0,Mexico,0,-762.0,-141.0,-54.0,-16.0,-25.0,-13.0,-94.0,1
Ecuador,0,0,Colombia,0,266.0,136.0,-12.0,-5.0,-5.0,-2.0,-19.0,2
Brazil,3,1,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,1
Uruguay,0,0,Peru,0,571.0,125.0,38.0,19.0,10.0,9.0,41.0,2
China PR,0,1,South Korea,0,-676.0,-76.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
Costa Rica,1,5,Venezuela,0,468.0,93.0,18.0,5.0,8.0,5.0,28.0,3
Panama,0,0,Ecuador,0,-402.0,-159.0,-7.0,-4.0,-2.0,-1.0,0.0,2
Chile,3,0,Brazil,0,-508.0,64.0,-76.0,-62.0,-3.0,-11.0,-56.0,1
Colombia,1,0,Uruguay,0,-590.0,-172.0,-34.0,-15.0,-10.0,-9.0,-44.0,1
Costa Rica,2,1,Guatemala,0,482.0,118.0,18.0,5.0,8.0,5.0,28.0,1
Mexico,2,0,Canada,0,455.0,51.0,54.0,16.0,24.0,14.0,93.0,1
Argentina,1,1,Paraguay,0,545.0,12.0,54.0,36.0,13.0,5.0,55.0,2
Bulgaria,1,3,Belgium,0,-540.0,-155.0,-22.0,-17.0,-4.0,-1.0,-19.0,3
Ecuador,2,0,Bolivia,0,346.0,120.0,4.0,4.0,0.0,0.0,-9.0,1
Faroe Islands,0,2,Denmark,0,-762.0,-225.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
Germany,4,1,Spain,0,208.0,67.0,46.0,37.0,4.0,5.0,53.0,1
Iran,2,1,Georgia,0,453.0,59.0,15.0,2.0,9.0,4.0,24.0,1
Japan,3,1,United Arab Emirates,0,507.0,106.0,18.0,5.0,8.0,5.0,18.0,1
Northern Ireland,1,2,Serbia,0,19.0,101.0,4.0,1.0,-2.0,5.0,6.0,3
Portugal,5,1,Lithuania,0,561.0,129.0,30.0,14.0,10.0,6.0,35.0,1
Romania,1,1,Poland,0,-618.0,-178.0,-13.0,-8.0,-5.0,0.0,-13.0,2
Slovakia,1,1,Croatia,0,-238.0,-14.0,-19.0,-10.0,-6.0,-3.0,-19.0,2
Switzerland,2,2,Greece,0,634.0,254.0,27.0,10.0,11.0,6.0,44.0,2
United States,7,0,Barbados,0,682.0,226.0,33.0,8.0,19.0,6.0,62.0,1
Austria,5,1,Iran,0,-254.0,25.0,14.0,10.0,4.0,0.0,23.0,1
Belarus,2,1,Wales,0,-623.0,-279.0,-5.0,-1.0,-1.0,-3.0,-4.0,1
Belgium,0,0,Croatia,0,425.0,192.0,25.0,9.0,11.0,5.0,46.0,2
Bosnia and Herzegovina,1,2,Spain,0,-584.0,-69.0,-60.0,-29.0,-16.0,-15.0,-68.0,3
France,1,1,England,0,-169.0,49.0,-3.0,5.0,0.0,-8.0,13.0,2
Gabon,2,0,Morocco,0,-481.0,-92.0,-16.0,-2.0,-9.0,-5.0,-22.0,1
Germany,2,0,Greece,0,713.0,101.0,99.0,65.0,16.0,18.0,105.0,1
Iceland,1,2,Denmark,0,-662.0,-164.0,-17.0,-9.0,-4.0,-4.0,-21.0,3
Netherlands,2,2,Republic of Ireland,0,498.0,91.0,37.0,25.0,8.0,4.0,38.0,2
Switzerland,0,1,Russia,0,566.0,261.0,-8.0,-7.0,1.0,-2.0,10.0,3
Ukraine,1,3,Poland,0,-719.0,-213.0,-29.0,-14.0,-11.0,-4.0,-38.0,3
Brazil,5,0,Bolivia,0,717.0,24.0,103.0,73.0,13.0,17.0,85.0,1
Costa Rica,3,0,Barbados,0,620.0,189.0,18.0,5.0,8.0,5.0,28.0,1
Estonia,1,3,Portugal,0,-535.0,-106.0,-30.0,-14.0,-10.0,-6.0,-35.0,3
Kenya,0,0,Tunisia,0,-572.0,-149.0,-15.0,-2.0,-9.0,-4.0,-25.0,2
Lesotho,3,3,Ghana,0,-610.0,-153.0,-12.0,-4.0,-5.0,-3.0,-16.0,2
Luxembourg,0,2,Serbia,0,-135.0,57.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Mexico,7,1,Panama,0,730.0,136.0,54.0,16.0,24.0,14.0,87.0,1
Peru,1,2,Argentina,0,-640.0,-41.0,-63.0,-38.0,-13.0,-12.0,-60.0,3
Trinidad and Tobago,4,0,Canada,0,-307.0,-90.0,0.0,0.0,-1.0,1.0,-1.0,1
Uruguay,4,0,Ecuador,0,324.0,36.0,46.0,20.0,15.0,11.0,63.0,1
United States,1,0,Guatemala,0,544.0,155.0,33.0,8.0,19.0,6.0,62.0,1
Mexico,2,0,Ecuador,0,328.0,-23.0,47.0,12.0,22.0,13.0,87.0,1
Qatar,0,0,Kuwait,0,410.0,128.0,-3.0,0.0,-2.0,-1.0,-6.0,2
Saudi Arabia,2,1,Syria,0,539.0,123.0,16.0,3.0,11.0,2.0,39.0,1
Senegal,0,0,Togo,0,469.0,104.0,5.0,3.0,-1.0,3.0,4.0,2
Saudi Arabia,3,0,Syria,0,539.0,123.0,16.0,3.0,11.0,2.0,39.0,1
Mexico,1,0,Bolivia,0,674.0,97.0,51.0,16.0,22.0,13.0,78.0,1
Qatar,1,2,Iran,0,62.0,105.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Saudi Arabia,6,1,United Arab Emirates,0,480.0,93.0,13.0,3.0,8.0,2.0,28.0,1
Jordan,1,0,Saudi Arabia,0,-565.0,-142.0,-16.0,-3.0,-11.0,-2.0,-39.0,1
Qatar,0,1,Egypt,0,379.0,124.0,-7.0,0.0,-5.0,-2.0,-12.0,3
Australia,1,0,Kuwait,0,365.0,73.0,13.0,2.0,8.0,3.0,25.0,1
France,1,1,Cameroon,0,258.0,96.0,43.0,30.0,7.0,6.0,34.0,2
United Arab Emirates,1,1,South Korea,0,-714.0,-88.0,-31.0,-6.0,-16.0,-9.0,-59.0,2
China PR,0,2,Saudi Arabia,0,-442.0,-81.0,-16.0,-3.0,-11.0,-2.0,-39.0,3
Qatar,1,1,Thailand,0,447.0,114.0,0.0,0.0,0.0,0.0,0.0,2
Australia,2,4,South Korea,0,-346.0,-32.0,-18.0,-4.0,-9.0,-5.0,-39.0,3
Cyprus,0,4,Netherlands,0,-672.0,-123.0,-50.0,-27.0,-11.0,-12.0,-48.0,3
England,0,1,Germany,0,102.0,-2.0,-40.0,-38.0,-3.0,1.0,-61.0,3
Latvia,0,4,Belgium,0,-695.0,-209.0,-48.0,-20.0,-19.0,-9.0,-72.0,3
Northern Ireland,1,1,Denmark,0,-498.0,-91.0,-7.0,-6.0,-1.0,0.0,-3.0,2
Poland,3,1,Belarus,0,752.0,218.0,34.0,16.0,13.0,5.0,45.0,1
Portugal,1,1,Republic of Ireland,0,346.0,58.0,17.0,12.0,7.0,-2.0,25.0,2
Saudi Arabia,1,0,Kazakhstan,0,589.0,142.0,16.0,3.0,11.0,2.0,39.0,1
South Africa,0,0,France,0,-694.0,-180.0,-57.0,-32.0,-16.0,-9.0,-61.0,2
Spain,2,0,Israel,0,525.0,35.0,60.0,30.0,17.0,13.0,69.0,1
Switzerland,5,1,Faroe Islands,0,747.0,290.0,37.0,12.0,17.0,8.0,64.0,1
Tunisia,4,2,Gabon,0,529.0,135.0,15.0,2.0,9.0,4.0,25.0,1
Wales,1,1,Norway,0,408.0,172.0,-3.0,-1.0,-2.0,0.0,-4.0,2
Argentina,2,1,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Ecuador,1,0,Chile,0,137.0,32.0,-23.0,-7.0,-10.0,-6.0,-38.0,1
Guinea,1,0,Senegal,0,-444.0,-102.0,-8.0,-3.0,-2.0,-3.0,-10.0,1
Mexico,7,0,Trinidad and Tobago,0,762.0,141.0,54.0,16.0,25.0,13.0,94.0,1
Morocco,1,0,Kenya,0,524.0,106.0,16.0,2.0,9.0,5.0,22.0,1
Qatar,3,1,Thailand,0,447.0,114.0,0.0,0.0,0.0,0.0,0.0,1
Venezuela,0,6,Brazil,0,-746.0,-38.0,-109.0,-73.0,-18.0,-18.0,-105.0,3
Canada,1,0,Panama,0,275.0,85.0,0.0,0.0,0.0,0.0,-6.0,1
Austria,1,1,Spain,0,-416.0,0.0,-34.0,-18.0,-5.0,-11.0,-25.0,2
Croatia,1,1,Scotland,0,-89.0,-86.0,0.0,7.0,-4.0,-3.0,-15.0,2
Denmark,1,1,Bulgaria,0,596.0,168.0,-6.0,6.0,-9.0,-3.0,-27.0,2
Finland,0,0,England,0,-740.0,-33.0,-69.0,-29.0,-19.0,-21.0,-64.0,2
Netherlands,0,2,Portugal,0,152.0,33.0,20.0,13.0,1.0,6.0,13.0,3
Poland,0,0,Wales,0,129.0,-61.0,29.0,15.0,12.0,2.0,41.0,2
Slovenia,2,2,Switzerland,0,-725.0,-299.0,-31.0,-11.0,-13.0,-7.0,-54.0,2
United States,0,0,Costa Rica,0,62.0,37.0,15.0,3.0,11.0,1.0,34.0,2
Lebanon,0,4,Iran,0,-450.0,-51.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
South Korea,2,2,China PR,0,676.0,76.0,34.0,6.0,19.0,9.0,70.0,2
Qatar,1,1,Uzbekistan,0,494.0,153.0,0.0,0.0,0.0,0.0,0.0,2
Saudi Arabia,1,4,Japan,0,-27.0,-13.0,-5.0,-2.0,0.0,-3.0,10.0,3
Iran,1,1,Thailand,0,385.0,9.0,15.0,2.0,9.0,4.0,24.0,2
South Korea,0,1,Kuwait,0,711.0,105.0,31.0,6.0,17.0,8.0,64.0,3
Japan,8,1,Uzbekistan,0,588.0,148.0,21.0,5.0,11.0,5.0,29.0,1
Saudi Arabia,0,0,Qatar,0,67.0,-18.0,16.0,3.0,11.0,2.0,39.0,2
Iran,1,0,Iraq,0,344.0,19.0,12.0,2.0,6.0,4.0,20.0,1
South Korea,3,0,Indonesia,0,763.0,96.0,33.0,6.0,18.0,9.0,64.0,1
Japan,1,1,Qatar,0,94.0,-5.0,21.0,5.0,11.0,5.0,29.0,2
Saudi Arabia,5,0,Uzbekistan,0,561.0,135.0,16.0,3.0,11.0,2.0,39.0,1
China PR,3,1,Qatar,0,-375.0,-99.0,0.0,0.0,0.0,0.0,0.0,1
Iran,1,2,South Korea,0,-363.0,-82.0,-19.0,-4.0,-10.0,-5.0,-46.0,3
Japan,4,1,Iraq,0,500.0,119.0,18.0,5.0,8.0,5.0,25.0,1
Kuwait,2,3,Saudi Arabia,0,-477.0,-110.0,-13.0,-3.0,-9.0,-1.0,-33.0,3
Ghana,1,2,Uganda,0,584.0,144.0,12.0,4.0,5.0,3.0,16.0,3
United States,2,0,Mexico,0,-173.0,19.0,-24.0,-8.0,-8.0,-8.0,-36.0,1
China PR,2,3,Japan,0,-469.0,-94.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
South Korea,1,2,Saudi Arabia,0,234.0,-5.0,18.0,3.0,8.0,7.0,31.0,3
China PR,0,1,South Korea,0,-676.0,-76.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
Japan,1,0,Saudi Arabia,0,27.0,13.0,5.0,2.0,0.0,3.0,-10.0,1
Barbados,0,4,United States,0,-682.0,-226.0,-33.0,-8.0,-19.0,-6.0,-62.0,3
Bolivia,0,0,Uruguay,0,-670.0,-156.0,-50.0,-24.0,-15.0,-11.0,-54.0,2
Brazil,1,0,Colombia,0,637.0,40.0,87.0,64.0,8.0,15.0,75.0,1
Canada,0,0,Mexico,0,-455.0,-51.0,-54.0,-16.0,-24.0,-14.0,-93.0,2
Chile,0,2,Argentina,0,-530.0,16.0,-48.0,-32.0,-8.0,-8.0,-44.0,3
Denmark,2,1,Germany,0,-64.0,88.0,-89.0,-58.0,-16.0,-15.0,-99.0,1
Guatemala,2,1,Costa Rica,0,-482.0,-118.0,-18.0,-5.0,-8.0,-5.0,-28.0,1
Italy,1,0,England,0,-619.0,-104.0,14.0,16.0,-2.0,0.0,13.0,1
Poland,1,0,Iceland,0,666.0,148.0,31.0,16.0,11.0,4.0,40.0,1
Portugal,2,1,Israel,0,475.0,88.0,27.0,14.0,9.0,4.0,32.0,1
Romania,2,1,Serbia,0,-97.0,-2.0,12.0,6.0,1.0,5.0,15.0,1
Scotland,0,2,Australia,0,-103.0,11.0,7.0,2.0,2.0,3.0,10.0,3
Spain,1,2,Netherlands,0,-102.0,-86.0,13.0,3.0,7.0,3.0,24.0,3
Tunisia,1,1,Switzerland,0,-190.0,-165.0,-22.0,-10.0,-8.0,-4.0,-39.0,2
Turkey,0,4,France,0,-621.0,-149.0,-56.0,-29.0,-15.0,-12.0,-60.0,3
Venezuela,1,2,Ecuador,0,-375.0,-134.0,-10.0,-4.0,-5.0,-1.0,-11.0,3
Morocco,0,0,Libya,0,479.0,89.0,16.0,2.0,9.0,5.0,22.0,2
Iran,19,0,Guam,0,498.0,86.0,15.0,2.0,9.0,4.0,24.0,1
Iran,2,0,Tajikistan,0,489.0,78.0,15.0,2.0,9.0,4.0,24.0,1
Greece,1,1,Serbia,0,-132.0,3.0,1.0,0.0,-1.0,2.0,3.0,2
Japan,1,1,South Korea,0,-207.0,18.0,-13.0,-1.0,-8.0,-4.0,-41.0,2
Mexico,0,2,Argentina,0,-65.0,25.0,-24.0,-27.0,4.0,-1.0,5.0,3
Andalusia,2,0,Morocco,0,-553.0,-128.0,-16.0,-2.0,-9.0,-5.0,-22.0,1
Basque Country,3,2,Morocco,0,-538.0,-123.0,-16.0,-2.0,-9.0,-5.0,-22.0,1
Costa Rica,5,2,Guatemala,0,482.0,118.0,18.0,5.0,8.0,5.0,28.0,1
Qatar,1,0,Kuwait,0,410.0,128.0,-3.0,0.0,-2.0,-1.0,-6.0,1
Tunisia,0,1,Morocco,0,48.0,43.0,-1.0,0.0,0.0,-1.0,3.0,3
Uganda,1,1,Senegal,0,-534.0,-144.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
DR Congo,2,1,Ghana,0,-520.0,-112.0,-9.0,-4.0,-2.0,-3.0,-2.0,1
Serbia,1,1,Bosnia and Herzegovina,0,211.0,32.0,6.0,1.0,5.0,0.0,13.0,2
Bangladesh,1,4,Serbia,0,-270.0,-57.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Iran,4,0,China PR,0,313.0,-6.0,15.0,2.0,9.0,4.0,24.0,1
Serbia,2,0,Romania,0,97.0,2.0,-12.0,-6.0,-1.0,-5.0,-15.0,1
Serbia,1,0,Japan,0,-367.0,-112.0,-12.0,-3.0,-4.0,-5.0,-12.0,1
South Korea,2,3,Norway,0,590.0,29.0,26.0,4.0,16.0,6.0,62.0,3
Mexico,0,2,Bulgaria,0,651.0,112.0,31.0,13.0,12.0,6.0,45.0,3
Benin,1,3,Cameroon,0,-501.0,-101.0,-23.0,-4.0,-12.0,-7.0,-43.0,3
Bosnia and Herzegovina,0,2,Serbia,0,-211.0,-32.0,-6.0,-1.0,-5.0,0.0,-13.0,3
South Korea,1,1,Paraguay,0,482.0,-5.0,7.0,-1.0,9.0,-1.0,32.0,2
United States,2,1,China PR,0,501.0,137.0,33.0,8.0,19.0,6.0,62.0,1
Congo,1,2,Tunisia,0,-538.0,-135.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Egypt,0,0,Morocco,0,-370.0,-56.0,-9.0,-2.0,-4.0,-3.0,-10.0,2
Ghana,1,3,Liberia,0,569.0,134.0,12.0,4.0,5.0,3.0,16.0,3
Togo,0,2,Cameroon,0,-447.0,-77.0,-20.0,-4.0,-9.0,-7.0,-37.0,3
Saudi Arabia,1,0,Syria,0,539.0,123.0,16.0,3.0,11.0,2.0,39.0,1
Mexico,2,3,Colombia,0,594.0,113.0,35.0,7.0,17.0,11.0,68.0,3
Saudi Arabia,3,1,Uganda,0,596.0,161.0,16.0,3.0,11.0,2.0,39.0,1
United States,0,1,Colombia,0,421.0,132.0,11.0,-1.0,9.0,3.0,32.0,3
Senegal,1,0,Mali,0,466.0,114.0,8.0,3.0,2.0,3.0,10.0,1
Morocco,1,1,South Korea,0,-310.0,-45.0,-18.0,-4.0,-10.0,-4.0,-48.0,2
Saudi Arabia,6,0,Mongolia,0,626.0,172.0,16.0,3.0,11.0,2.0,39.0,1
China PR,1,1,Qatar,0,-375.0,-99.0,0.0,0.0,0.0,0.0,0.0,2
Saudi Arabia,3,0,Bangladesh,0,610.0,156.0,16.0,3.0,11.0,2.0,39.0,1
United Arab Emirates,1,4,South Korea,0,-714.0,-88.0,-31.0,-6.0,-16.0,-9.0,-59.0,3
Saudi Arabia,5,0,Vietnam,0,608.0,160.0,16.0,3.0,11.0,2.0,39.0,1
Thailand,1,3,Qatar,0,-447.0,-114.0,0.0,0.0,0.0,0.0,0.0,3
Sweden,0,0,Qatar,0,-195.0,-53.0,51.0,19.0,19.0,13.0,73.0,2
United Arab Emirates,1,1,Morocco,0,-404.0,-43.0,-13.0,-2.0,-6.0,-5.0,-11.0,2
Saudi Arabia,6,0,Mongolia,0,626.0,172.0,16.0,3.0,11.0,2.0,39.0,1
Saudi Arabia,6,0,Bangladesh,0,610.0,156.0,16.0,3.0,11.0,2.0,39.0,1
Thailand,2,0,Qatar,0,-447.0,-114.0,0.0,0.0,0.0,0.0,0.0,1
Saudi Arabia,4,0,Vietnam,0,608.0,160.0,16.0,3.0,11.0,2.0,39.0,1
Morocco,0,0,Senegal,0,-14.0,-33.0,8.0,-1.0,7.0,2.0,12.0,2
Cameroon,1,0,Zambia,0,462.0,90.0,23.0,4.0,12.0,7.0,43.0,1
Sudan,1,0,Ghana,0,-576.0,-131.0,-12.0,-4.0,-5.0,-3.0,-16.0,1
Tunisia,6,0,DR Congo,0,504.0,122.0,12.0,2.0,6.0,4.0,11.0,1
France,1,0,Germany,0,-67.0,47.0,-43.0,-33.0,-3.0,-7.0,-48.0,1
Belgium,10,1,San Marino,0,700.0,205.0,48.0,20.0,19.0,9.0,72.0,1
Colombia,3,2,Australia,0,-250.0,-39.0,6.0,7.0,0.0,-1.0,-1.0,1
Costa Rica,2,2,Honduras,0,440.0,109.0,9.0,5.0,2.0,2.0,14.0,2
Croatia,1,0,Austria,0,79.0,-50.0,-6.0,-1.0,-5.0,0.0,-21.0,1
England,3,0,Spain,0,310.0,65.0,6.0,-1.0,1.0,6.0,-8.0,1
Italy,1,2,Argentina,0,-573.0,-113.0,2.0,2.0,-6.0,6.0,-16.0,3
Netherlands,0,0,Turkey,0,582.0,121.0,40.0,22.0,7.0,11.0,31.0,2
Portugal,3,0,Andorra,0,572.0,126.0,30.0,14.0,10.0,6.0,35.0,1
Slovenia,0,2,Uruguay,0,-791.0,-237.0,-50.0,-23.0,-16.0,-11.0,-64.0,3
Switzerland,0,4,Poland,0,-19.0,81.0,3.0,-4.0,4.0,3.0,19.0,3
United States,2,0,Mexico,0,-173.0,19.0,-24.0,-8.0,-8.0,-8.0,-36.0,1
United States,1,2,Brazil,0,-216.0,92.0,-76.0,-65.0,1.0,-12.0,-43.0,3
Qatar,5,1,Malaysia,0,462.0,138.0,0.0,0.0,0.0,0.0,0.0,1
Mexico,3,3,Brazil,0,-43.0,73.0,-52.0,-57.0,9.0,-4.0,-7.0,2
Palestine,1,2,Qatar,0,-534.0,-176.0,0.0,0.0,0.0,0.0,0.0,3
Senegal,4,0,Namibia,0,547.0,140.0,8.0,3.0,2.0,3.0,10.0,1
Ghana,0,0,Nigeria,0,449.0,95.0,-9.0,-2.0,-7.0,0.0,-14.0,2
Hong Kong,0,2,Qatar,0,-488.0,-138.0,0.0,0.0,0.0,0.0,0.0,3
Qatar,0,0,Malaysia,0,462.0,138.0,0.0,0.0,0.0,0.0,0.0,2
Qatar,2,1,Palestine,0,534.0,176.0,0.0,0.0,0.0,0.0,0.0,1
Andorra,0,5,Netherlands,0,-724.0,-159.0,-50.0,-27.0,-11.0,-12.0,-48.0,3
Armenia,2,2,Wales,0,-626.0,-271.0,-5.0,-1.0,-1.0,-3.0,-4.0,2
Croatia,4,1,Latvia,0,270.0,17.0,23.0,11.0,8.0,4.0,26.0,1
England,2,1,Finland,0,740.0,33.0,69.0,29.0,19.0,21.0,64.0,1
France,5,0,Japan,0,147.0,39.0,45.0,29.0,8.0,8.0,48.0,1
Germany,2,1,Albania,0,780.0,114.0,109.0,67.0,22.0,20.0,125.0,1
Malta,0,5,Denmark,0,-711.0,-192.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
Morocco,2,0,Tunisia,0,-48.0,-43.0,1.0,0.0,0.0,1.0,-3.0,1
Norway,2,3,Poland,0,-537.0,-111.0,-26.0,-14.0,-10.0,-2.0,-37.0,3
Scotland,2,2,Belgium,0,-336.0,-106.0,-25.0,-16.0,-7.0,-2.0,-31.0,2
Senegal,3,0,Uganda,0,534.0,144.0,8.0,3.0,2.0,3.0,10.0,1
Serbia,1,1,Switzerland,0,-502.0,-257.0,-28.0,-10.0,-10.0,-8.0,-47.0,2
Spain,5,0,Liechtenstein,0,619.0,73.0,63.0,30.0,18.0,15.0,72.0,1
Ghana,3,0,DR Congo,0,520.0,112.0,9.0,4.0,2.0,3.0,2.0,1
Mexico,4,0,Jamaica,0,713.0,124.0,54.0,15.0,25.0,14.0,89.0,1
Qatar,3,0,Hong Kong,0,488.0,138.0,0.0,0.0,0.0,0.0,0.0,1
Albania,1,3,England,0,-882.0,-112.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
Argentina,5,0,Venezuela,0,768.0,86.0,81.0,43.0,23.0,15.0,93.0,1
Costa Rica,3,0,Trinidad and Tobago,0,527.0,123.0,15.0,5.0,6.0,4.0,24.0,1
Czech Republic,0,0,Denmark,0,-690.0,-221.0,-17.0,-8.0,-4.0,-5.0,-22.0,2
Ecuador,1,0,Brazil,0,-371.0,96.0,-99.0,-69.0,-13.0,-17.0,-94.0,1
Greece,2,4,Germany,0,-713.0,-101.0,-99.0,-65.0,-16.0,-18.0,-105.0,3
Honduras,1,2,United States,0,-502.0,-146.0,-24.0,-8.0,-13.0,-3.0,-48.0,3
Poland,4,0,Armenia,0,755.0,210.0,34.0,16.0,13.0,5.0,45.0,1
Portugal,2,2,Netherlands,0,-152.0,-33.0,-20.0,-13.0,-1.0,-6.0,-13.0,2
Slovenia,1,1,Serbia,0,-223.0,-42.0,-3.0,-1.0,-3.0,1.0,-7.0,2
Spain,2,1,France,0,-141.0,-114.0,-3.0,-4.0,-1.0,2.0,-5.0,1
Switzerland,5,0,Luxembourg,0,637.0,200.0,37.0,12.0,17.0,8.0,64.0,1
Uruguay,0,1,Paraguay,0,476.0,96.0,29.0,17.0,10.0,2.0,36.0,3
Wales,1,1,Ukraine,0,590.0,274.0,0.0,-1.0,-1.0,2.0,-3.0,2
Australia,22,0,Tonga,0,519.0,140.0,16.0,2.0,10.0,4.0,31.0,1
Australia,31,0,American Samoa,0,519.0,140.0,16.0,2.0,10.0,4.0,31.0,1
Mexico,1,0,Chile,0,465.0,9.0,24.0,5.0,12.0,7.0,49.0,1
Australia,2,0,Fiji,0,510.0,133.0,16.0,2.0,10.0,4.0,31.0,1
Australia,11,0,Samoa,0,519.0,140.0,16.0,2.0,10.0,4.0,31.0,1
Morocco,3,0,Namibia,0,533.0,107.0,16.0,2.0,9.0,5.0,22.0,1
Senegal,3,0,Algeria,0,424.0,108.0,-5.0,0.0,-5.0,0.0,-9.0,1
Cameroon,1,0,Libya,0,471.0,95.0,23.0,4.0,12.0,7.0,43.0,1
Chile,0,1,Uruguay,0,-461.0,-68.0,-23.0,-13.0,-5.0,-5.0,-25.0,3
Ecuador,2,1,Paraguay,0,152.0,60.0,-17.0,-3.0,-5.0,-9.0,-27.0,1
Egypt,3,0,Canada,0,-223.0,-92.0,4.0,0.0,2.0,2.0,7.0,1
Iran,0,1,South Korea,0,-363.0,-82.0,-19.0,-4.0,-10.0,-5.0,-46.0,3
Bolivia,3,3,Argentina,0,-739.0,-72.0,-75.0,-43.0,-18.0,-14.0,-73.0,2
Brazil,1,1,Peru,0,618.0,-7.0,91.0,68.0,8.0,15.0,72.0,2
Croatia,2,2,Greece,0,168.0,-16.0,13.0,9.0,2.0,2.0,6.0,2
Czech Republic,1,1,Belgium,0,-634.0,-208.0,-45.0,-19.0,-17.0,-9.0,-68.0,2
Denmark,3,0,Slovenia,0,740.0,234.0,14.0,8.0,2.0,4.0,16.0,1
France,4,0,Portugal,0,191.0,61.0,36.0,20.0,9.0,7.0,42.0,1
Netherlands,4,0,Cyprus,0,672.0,123.0,50.0,27.0,11.0,12.0,48.0,1
Poland,1,1,Scotland,0,396.0,103.0,11.0,12.0,1.0,-2.0,4.0,2
Serbia,0,1,Russia,0,64.0,4.0,-36.0,-17.0,-9.0,-10.0,-37.0,3
Spain,1,0,Japan,0,6.0,-75.0,42.0,25.0,7.0,10.0,43.0,1
Switzerland,0,2,Sweden,0,424.0,193.0,-14.0,-7.0,-2.0,-5.0,-9.0,3
Trinidad and Tobago,1,1,Mexico,0,-762.0,-141.0,-54.0,-16.0,-25.0,-13.0,-94.0,2
United States,1,0,Costa Rica,0,62.0,37.0,15.0,3.0,11.0,1.0,34.0,1
Canada,1,0,Iran,0,-94.0,73.0,-12.0,-2.0,-6.0,-4.0,-19.0,1
Egypt,1,2,South Korea,0,-680.0,-101.0,-27.0,-6.0,-14.0,-7.0,-58.0,3
Algeria,1,2,Morocco,0,-410.0,-75.0,-3.0,1.0,-2.0,-2.0,-3.0,3
Madagascar,0,2,Tunisia,0,-591.0,-162.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Sierra Leone,1,1,Ghana,0,-566.0,-134.0,-12.0,-4.0,-5.0,-3.0,-16.0,2
Angola,2,0,Cameroon,0,-498.0,-108.0,-20.0,-4.0,-11.0,-5.0,-41.0,1
Egypt,1,0,Senegal,0,-384.0,-89.0,-1.0,-3.0,3.0,-1.0,2.0,1
Tunisia,1,1,Ivory Coast,0,453.0,115.0,6.0,-1.0,4.0,3.0,11.0,2
Costa Rica,4,0,Belize,0,617.0,185.0,18.0,5.0,8.0,5.0,28.0,1
England,4,0,Mexico,0,111.0,-34.0,12.0,13.0,-8.0,7.0,-34.0,1
South Korea,0,0,Cameroon,0,318.0,39.0,11.0,2.0,7.0,2.0,27.0,2
Costa Rica,1,1,Guatemala,0,482.0,118.0,18.0,5.0,8.0,5.0,28.0,2
Germany,2,0,Slovakia,0,783.0,131.0,105.0,66.0,20.0,19.0,118.0,1
South Korea,0,5,France,0,60.0,-57.0,-32.0,-28.0,0.0,-4.0,-7.0,3
Mexico,0,2,Australia,0,344.0,74.0,41.0,14.0,17.0,10.0,67.0,3
Panama,1,2,Costa Rica,0,-495.0,-118.0,-15.0,-5.0,-5.0,-5.0,-17.0,3
Brazil,2,0,Cameroon,0,359.0,8.0,86.0,69.0,6.0,11.0,62.0,1
Japan,3,0,Canada,0,250.0,27.0,18.0,5.0,8.0,5.0,24.0,1
